Layer,Config,Model,Acc,F1,AUC,Speaker_Vote,Speaker_F1,Speaker_Acc
8,EN -> ZH,LR,0.4899749373433584,0.39940973930152485,0.4919167155589082,"0/5 MDD, 5/5 HC",0.0,0.5
8,EN -> ZH,SVM-Linear,0.48412698412698413,0.3815723585378067,0.4916897158662308,"0/5 MDD, 5/5 HC",0.0,0.5
8,EN -> ZH,SVM-RBF,0.48329156223893066,0.319956019791094,0.5142283407370156,"0/5 MDD, 5/5 HC",0.0,0.5
8,EN -> ZH,GRU,0.4,0.5714285714285714,0.64,"4/5 MDD, 0/5 HC",0.5714285714285714,0.4
8,EN -> ZH,CLeaD,0.49707602339181284,0.4737762237762238,0.49023936244517086,"2/5 MDD, 4/5 HC",0.5,0.6
8,ZH -> EN,LR,0.5466887417218543,0.35908239700374533,0.5361936312619312,-,0.0,0.0
8,ZH -> EN,SVM-Linear,0.5375827814569536,0.37836634765190297,0.5229264517503218,-,0.0,0.0
8,ZH -> EN,SVM-RBF,0.508112582781457,0.3047039550666979,0.4715959907975889,-,0.0,0.0
8,ZH -> EN,GRU,0.43478260869565216,0.0,0.3235294117647059,-,0.0,0.43478260869565216
8,ZH -> EN,CLeaD,0.5200331125827815,0.32123624443924137,0.47704477429819914,-,0.0,0.0
8,ZH -> ZH,LR,0.49874686716791977,0.4111874386653582,0.5005510854077613,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
8,ZH -> ZH,SVM-Linear,0.5162907268170426,0.4384093113482056,0.5098322297655966,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
8,ZH -> ZH,SVM-RBF,0.5171261487050961,0.4202607823470411,0.5054689464420418,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
8,ZH -> ZH,GRU,0.7,0.5714285714285714,0.8,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
8,ZH -> ZH,CLeaD,0.5029239766081871,0.3432671081677704,0.4892793283602939,"0/5 MDD, 5/5 HC",0.0,0.5
8,MIX -> EN,LR,0.669205298013245,0.5643262102049716,0.7004068111405577,-,0.0,0.0
8,MIX -> EN,SVM-Linear,0.6516556291390728,0.5396061269146608,0.6773695020709484,-,0.0,0.0
8,MIX -> EN,SVM-RBF,0.6736754966887417,0.5557809330628803,0.6964937925273929,-,0.0,0.0
8,MIX -> EN,GRU,0.30434782608695654,0.38461538461538464,0.6274509803921569,-,0.38461538461538464,0.30434782608695654
8,MIX -> EN,CLeaD,0.6008278145695364,0.438126310883244,0.5868323831362676,-,0.0,0.0
8,MIX -> ZH,LR,0.4615705931495405,0.4339042599912165,0.4512837705696645,"2/5 MDD, 3/5 HC",0.4444444444444444,0.5
8,MIX -> ZH,SVM-Linear,0.47702589807852963,0.43450767841011745,0.4778085100438633,"2/5 MDD, 3/5 HC",0.4444444444444444,0.5
8,MIX -> ZH,SVM-RBF,0.4628237259816207,0.41278538812785387,0.44835652222501604,"2/5 MDD, 4/5 HC",0.5,0.6
8,MIX -> ZH,GRU,0.8,0.75,0.6,"3/5 MDD, 5/5 HC",0.75,0.8
8,MIX -> ZH,CLeaD,0.49958228905597324,0.44175209692451073,0.5123260833123795,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
9,EN -> EN,LR,0.6834437086092715,0.6165262735659848,0.754534195692241,-,0.0,0.0
9,EN -> EN,SVM-Linear,0.6758278145695364,0.6047638272103351,0.7431401884825155,-,0.0,0.0
9,EN -> EN,SVM-RBF,0.6814569536423841,0.5332362930616206,0.709195880286512,-,0.0,0.0
9,EN -> EN,GRU,0.8260869565217391,0.6,0.5686274509803921,-,0.6,0.8260869565217391
9,EN -> EN,CLeaD,0.6543046357615894,0.5392762577228597,0.6870005973281297,-,0.0,0.0
9,EN -> ZH,LR,0.4724310776942356,0.22940817571690056,0.46367725532925436,"0/5 MDD, 5/5 HC",0.0,0.5
9,EN -> ZH,SVM-Linear,0.4724310776942356,0.21795665634674924,0.4714720755454977,"0/5 MDD, 5/5 HC",0.0,0.5
9,EN -> ZH,SVM-RBF,0.5050125313283208,0.41654357459379615,0.5143652390132148,"0/5 MDD, 4/5 HC",0.0,0.4
9,EN -> ZH,GRU,0.4,0.4,0.4000000000000001,"2/5 MDD, 2/5 HC",0.4,0.4
